ID,FirstName,LastName,Age,Alumni,MarriedToAlum,StudentOrg,Volunteer,Affiliations,EventCount,AvgGivingLast5Yrs,MajorGiftProspect,GiftCount,CapacityValue
218596162,Valerie,Barrett,69,1,0,0,0,0,0,287,0,23,40994
218605566,Mason,Schroeder,59,1,0,1,0,0,0,97,0,25,24264
218644379,Oscar,Parrish,44,1,0,1,0,1,0,1090,0,18,19830
218667055,Jane,Hess,36,1,0,1,0,1,0,1434,0,27,11781
218672444,Marquis,Briggs,75,1,0,0,0,0,0,96,0,29,15244
218682894,Arianna,Hatfield,34,1,0,2,0,1,1,12058,0,15,12827
218687397,Huxley,Espinoza,51,1,0,1,0,0,0,595,0,33,1762
218814174,Nala,Campos,44,1,0,0,0,0,0,328,0,8,4620
218817783,Eduardo,Stout,71,1,0,0,0,0,0,133,0,48,43147
218841979,Sariyah,Phelps,67,1,0,0,0,0,0,85,0,34,20956
218861846,Kate,Nelson,49,1,0,1,0,0,0,238,0,6,13956
218916185,Thaddeus,Pham,52,1,1,1,0,1,0,203,0,19,10470
218985285,Marc,Huffman,53,0,0,0,0,0,0,100,0,1,9472
219005833,Tristan,Woodard,69,1,1,2,1,1,3,584,0,69,37115
219028475,Noe,Moody,53,1,0,2,0,2,1,12284,1,12,16880
219046714,Amy,Griffith,59,1,0,0,0,0,0,355,0,6,30574
219076203,Cohen,Frye,66,0,0,0,0,0,0,327,0,4,8621
219081530,Remington,Patterson,48,1,0,0,0,2,7,3201,0,17,12799
219119643,Veronica,Montes,68,1,0,0,0,0,0,188,0,60,2756
219131276,Zion,Booth,57,1,0,0,0,1,2,3101,0,13,37485
219151908,Hakeem,Mccarthy,77,1,0,0,0,1,0,423,0,15,28212
219155668,Lexi,Tanner,39,1,0,0,0,0,0,307,0,11,8024
219174276,Maliyah,Burgess,67,1,0,0,0,2,1,6185,1,34,31163
219273512,Coen,Harrington,81,1,0,1,0,1,0,63,0,21,10034
219399657,Alfonso,Moss,77,1,0,2,0,0,0,324,0,31,34246
219422331,Aliana,Randall,51,0,0,0,0,0,0,391,0,10,20879
219429810,Kenya,Parrish,81,1,1,1,1,2,12,3711,1,174,27341
219448096,Skyla,Glass,64,1,0,0,0,1,0,194,0,54,39310
219519721,Riya,Good,61,1,0,0,0,1,0,222,0,43,7964
219538132,Brennan,Orr,48,1,0,0,0,1,0,1263,0,23,17542
219548009,Marvin,Franklin,30,0,0,0,0,0,0,5000,0,1,11525
219573934,Carmen,Taylor,52,1,0,3,0,1,0,1330,0,89,8581
219585082,Danica,Higgins,61,1,1,2,0,3,2,3554,0,49,37525
219620751,Kathryn,Norman,30,1,0,3,0,1,2,1888,0,10,3319
219637749,Joziah,Crosby,48,1,1,0,0,0,0,1780,0,42,13993
219640688,Faye,Freeman,65,0,0,0,0,0,0,135,0,1,188
219662197,Ricky,Mcclain,80,1,0,0,0,0,0,551,0,24,30045
219689823,Louisa,Evans,61,1,0,0,0,0,0,103,0,27,3967
219705723,Caiden,Barrett,61,1,0,0,0,2,0,6397,1,42,183045
219747316,Ember,Holloway,66,1,0,0,0,0,0,182,0,17,48118
219806069,Kamryn,Cordova,83,1,1,0,0,0,1,141,0,22,179757
219811424,Royce,Bray,40,0,0,0,0,0,0,2206,0,12,2153
219897015,Rebecca,Bradley,53,1,0,3,0,0,0,241,0,16,38579
219933282,Myles,Fischer,70,1,0,2,0,0,0,91,0,18,39171
219935155,Allie,Oneill,54,1,1,0,0,3,1,2024,0,6,203903
219935228,Caden,Barry,59,1,0,1,0,0,0,110,0,25,43713
219940331,Kelvin,Landry,41,1,0,1,0,1,0,646,0,34,16834
220007766,Ximena,Browning,52,1,0,0,0,0,0,609,0,19,2539
220082996,Alanna,Dickson,53,0,0,0,0,2,0,8841,1,8,218063
220085312,Eugene,Wall,70,1,0,3,0,1,0,2421,0,65,41887
220108286,Braelynn,Figueroa,60,1,0,1,0,2,0,2247,0,30,45055
220112367,Dillon,Wyatt,68,1,0,0,0,1,0,220,0,43,40050
220147970,Dash,Dixon,33,0,0,0,0,0,0,2805,0,12,21858
220175895,Sienna,Baldwin,57,1,0,1,0,1,0,622,0,32,12007
220179565,Farrah,Wilcox,66,0,0,0,0,0,0,72,0,6,21071
220210289,Kinslee,Burton,83,0,0,0,0,2,0,1118,0,29,5912
220249228,Christina,Blair,73,1,1,0,0,0,0,111,0,24,40839
220271664,Karter,Avery,50,1,0,0,0,0,0,169,0,21,18444
220318014,Nathalie,Jenkins,63,1,0,0,0,1,0,1370,0,56,44679
220323810,Tucker,Reeves,44,1,1,0,0,0,0,1670,0,8,39983
220325761,Channing,Chandler,55,1,0,2,0,1,0,437,0,44,36870
220337446,Melina,Paul,69,1,0,1,0,0,0,73,0,24,25349
220347049,Zyaire,Avery,82,0,0,0,0,0,0,190,0,2,20985
220431460,Christina,Ortega,74,0,0,0,0,0,0,204,0,12,17901
220436063,Marcos,Curtis,59,1,1,0,0,0,0,325,0,80,9661
220436399,Elliott,Patterson,72,1,0,0,0,0,0,1084,0,29,29057
220491603,Emely,Watkins,60,1,1,0,0,1,6,427,0,75,45717
220492696,Charlie,Silva,56,1,0,0,0,0,0,119,0,10,22496
220505697,Stephen,Olson,56,1,1,1,0,1,0,1276,0,100,7660
220555956,Will,Weiss,67,1,0,2,0,2,5,2972,0,118,32712
220575459,Randy,Jackson,51,1,1,1,0,0,1,1202,0,40,42043
220616777,Terrell,Hanna,60,1,0,0,0,1,0,3419,0,34,44654
220644059,Karla,Gomez,49,0,0,0,0,1,1,352,0,14,21885
220670480,Anton,Morrison,79,1,1,0,0,4,7,4473,1,90,39171
220705888,Lachlan,Bell,66,1,1,1,0,1,0,236,0,53,12360
220718681,Hana,Downs,50,1,0,0,0,0,0,159,0,14,16512
220740930,Freya,Owen,68,0,0,0,0,0,0,250,0,2,13282
220772958,Blake,Fitzpatrick,38,1,0,0,0,0,0,275,0,1,15776
220774707,Vada,Smith,65,0,0,0,0,0,0,933,0,6,12949
220776305,Marina,Christensen,65,1,0,0,0,0,0,126,0,21,47892
220835521,Azariah,Fitzpatrick,70,1,1,2,0,1,0,176,0,106,111
220855965,Brayan,Esparza,48,1,0,1,0,1,0,200,0,13,3524
220885098,Cristian,Blake,45,1,0,0,0,0,0,237,0,28,22661
220906748,Harris,Wolfe,73,0,0,0,0,2,2,53871,1,5,22791
220909975,Stella,Dalton,60,1,0,0,0,1,0,195,0,25,885
220978338,Sofia,Dominguez,51,1,0,1,0,0,0,250,0,27,13749
221002752,Ignacio,Gonzales,50,0,0,0,0,2,0,669,0,12,15793
221016337,Timothy,Scott,71,1,0,0,0,2,4,2246,0,72,45140
221046095,Eli,Chung,85,1,0,0,0,1,0,62,0,30,40702
221104795,Kaden,Little,51,1,0,0,0,1,0,607,0,32,3864
221125026,Alonso,Carroll,68,0,0,0,0,4,7,11699,1,91,30120
221183582,Dax,Mcneil,38,1,0,0,0,1,0,370,0,10,10212
221224425,Kylan,Pittman,36,1,1,3,0,0,0,7933,0,15,14587
221233272,Jad,Pollard,91,1,0,0,0,1,0,282,0,26,4379
221291893,Jason,Freeman,70,1,0,0,0,0,1,172,0,15,39856
221300074,Lamar,Spencer,60,1,0,3,0,1,1,104,0,20,41225
221324856,Journey,May,72,1,0,1,0,2,0,1064,0,36,33075
221346105,Jaylene,Mccall,54,1,0,0,0,1,1,210,0,36,7052
221350534,Esmeralda,Newman,42,1,1,1,0,1,0,514,0,16,48805
221356246,Chanel,House,57,1,1,0,1,3,3,27294,1,111,151761
221360721,Jasmine,Ramos,59,1,0,0,0,3,6,22103,1,46,198347
221363509,Ariel,Mullins,58,0,0,0,0,3,2,4290,1,8,88130
221389770,Chaya,Mooney,63,1,0,0,1,0,1,202,0,30,29964
221403986,Tanner,Adams,63,1,1,2,0,0,0,144,0,65,32069
221419781,Nadia,Rhodes,62,1,0,0,0,0,1,122,0,19,29039
221444328,Bryleigh,Holloway,79,1,0,1,0,0,0,552,0,50,45852
221522452,Giselle,Vasquez,73,0,0,0,0,0,0,255,0,6,15828
221535635,Emilia,Kim,68,0,0,0,1,2,3,2667,0,46,16877
221536654,Benson,Riggs,54,1,1,0,0,2,1,3098,0,46,31013
221553285,Lexi,Lambert,54,1,0,0,0,0,0,99,0,43,33772
221596331,Amia,Rogers,54,1,0,0,0,0,0,546,0,22,15099
221615070,Livia,Briggs,68,1,0,2,0,0,0,76,0,21,41359
221688183,Kinslee,Beck,51,0,0,0,0,1,3,3540,0,57,5140
221692498,Jazlyn,King,51,1,0,0,0,2,0,3555,0,22,27081
221721014,Kaliyah,Archer,54,0,0,0,0,0,1,995,0,21,4851
221735166,Everly,Rhodes,39,1,0,0,0,3,0,2600,0,10,23378
221777648,Holly,Sanford,72,1,0,0,0,1,0,122,0,18,2806
221900367,Duncan,Cobb,48,1,0,0,0,2,1,7295,1,38,42890
221920354,Dulce,Pearson,68,1,0,0,0,0,0,166,0,20,25549
221924334,Claire,Skinner,40,1,1,0,0,0,0,218,0,21,176
221999674,Rylan,Douglas,70,1,0,1,0,0,1,187,0,25,33868
222155351,Ezekiel,Sanchez,43,1,0,1,0,1,0,3477,0,11,10355
222158218,Jennifer,Melton,63,1,1,3,0,3,4,10397,1,77,153387
222174707,Ayaan,Bryan,81,0,0,0,0,0,0,47,0,5,20408
222213723,Ronnie,Reilly,53,1,0,0,0,1,0,938,0,27,4521
222291196,Harlee,Schaefer,39,0,0,0,0,0,0,295,0,1,24763
222356660,Azaria,Ortega,85,0,0,0,0,0,0,637,0,29,15517
222385295,Seth,Shelton,84,1,0,1,0,1,0,384,0,40,34678
222387953,Zariyah,Villa,45,1,0,1,0,1,1,387,0,23,8749
222404003,Howard,Best,65,1,1,0,0,2,0,755,0,28,3683
222441953,Kenna,Dunn,77,0,0,0,0,1,0,2568,1,58,24213
222565851,Melody,Schwartz,67,0,0,0,0,1,0,123,0,10,4069
222575175,Arya,Zuniga,50,1,0,0,1,3,5,15703,1,41,11058
222587455,Colt,Fields,71,1,0,0,0,0,0,63,0,26,38599
222629353,Demetrius,Marshall,61,1,1,0,0,0,0,247,0,37,12680
222646878,Alec,Joseph,66,1,0,0,0,1,0,206,0,7,45331
222661607,Maddux,Brandt,64,1,0,1,0,0,0,93,0,26,27948
222702550,Kole,Robbins,70,1,1,0,0,1,0,711,0,109,30607
222703163,Journey,Lara,64,1,0,1,0,2,2,2772,0,51,40917
222760737,Morgan,Price,79,1,0,0,0,1,7,147,0,123,4672
222771795,Leighton,Good,43,1,1,3,0,1,2,1189,0,34,5430
222817118,Faye,Mendez,46,1,0,0,0,0,0,139,0,8,23267
222820273,Lachlan,Ellis,68,1,0,0,0,0,0,81,0,21,1794
222825070,Lukas,Lawrence,70,1,0,0,0,1,0,274,0,58,28789
222828420,Layla,Walter,51,1,0,3,0,0,0,147,0,13,39699
222833202,Jeremy,Carney,58,1,0,0,0,0,0,83,0,1,5453
222844380,Francis,Barry,55,1,0,3,0,1,0,1157,0,7,34016
222848031,Achilles,Travis,50,1,1,2,0,1,3,1371,0,36,19412
222878905,Tegan,Adams,93,1,0,1,0,1,0,111,0,84,40035
222881106,Simone,Benton,90,1,0,1,0,0,0,51,0,12,41836
222885367,Charley,Nixon,52,1,0,0,0,0,4,105,0,10,3141
222887796,Callan,Acevedo,32,1,0,2,0,1,1,1044,0,15,11906
222891645,Jaxson,Chapman,64,1,0,0,0,1,0,71,0,30,13003
222900819,Quentin,Woods,69,1,0,0,0,0,0,75,0,17,46898
222901275,Farrah,Donaldson,60,1,0,1,0,1,0,87,0,18,25436
222932771,Brentley,Wells,76,0,0,0,0,1,0,1858,0,26,11924
222940185,Zaylee,Howell,64,1,0,0,0,0,0,691,0,16,11964
222942331,Amina,Herring,46,1,1,0,0,0,0,510,0,23,10528
222971111,Morgan,Sims,58,1,0,0,0,1,0,158,0,15,20839
223009593,Luke,Haas,54,1,0,0,1,1,0,1645,0,35,7202
223036706,Brielle,Jenkins,62,1,0,0,0,0,0,216,0,23,25968
223039946,Juan,Kim,72,1,0,0,0,0,0,85,0,27,29665
223079718,Rylee,Lewis,50,1,0,1,0,1,10,539,0,38,20100
223085731,Abigail,Gamble,53,1,0,0,0,0,0,290,0,22,28188
223106359,Frederick,Goodman,55,1,0,0,0,3,0,3002,0,86,30599
223147726,Emilie,Cruz,61,1,0,0,0,1,1,328,0,35,4588
223161152,Kamari,Ward,60,1,0,4,0,1,0,486,0,18,30538
223173905,Rylee,Spence,47,1,1,0,0,2,0,1714,0,28,20686
223175378,Holly,Pace,72,1,0,1,0,0,0,184,0,22,33050
223203830,Phoebe,Shelton,38,1,0,1,0,0,0,400,0,7,11526
223216455,Eduardo,Anderson,64,1,0,0,0,0,0,369,0,36,35711
223226629,Edgar,Peters,64,0,0,0,0,1,0,1975,0,15,23123
223252085,Adele,Mclean,44,1,0,1,0,0,0,281,0,3,3896
223272441,Salvador,Carrillo,57,1,1,3,0,0,0,375,0,36,8130
223296120,Reece,Blanchard,54,1,1,1,0,0,0,240,0,36,3663
223406111,Oakley,Gomez,69,1,1,2,0,1,9,419,0,104,42121
223412008,Levi,Chan,69,0,0,0,0,1,0,22885,1,1,3792484
223414397,Van,Roman,37,1,0,0,0,2,0,333,0,1,19755
223417933,Lawrence,Clay,73,1,1,1,0,1,2,165,0,49,48891
223422852,Nicholas,Stephens,59,1,0,1,0,1,1,1047,0,65,32824
223520398,Roberto,Kane,46,1,0,0,1,1,1,422,0,26,4861
223599561,Nelson,Maddox,46,1,0,0,0,0,0,278,0,1,15927
223601893,Aarav,Beltran,44,1,0,1,0,0,0,172,0,10,22216
223623374,Leighton,Kirk,47,1,0,0,0,0,0,132,0,8,28515
223672446,Leyla,Blair,66,1,0,0,0,0,0,272,0,34,47794
223683801,Bennett,Cantu,69,1,1,0,0,3,10,8816,1,127,42610
223702387,Marshall,Singh,46,1,1,1,0,3,2,8914,1,67,29110
223780067,Hezekiah,Singleton,76,1,0,0,0,0,0,310,0,18,40706
223813120,Deborah,Romero,36,1,0,4,0,1,3,625,0,20,10097
223813937,Dominic,Jacobson,53,1,0,0,0,0,0,1237,0,17,43171
223873182,Morgan,Hicks,57,1,0,2,0,1,1,525,0,29,25310
223875029,Jaylee,Knight,33,1,1,2,0,1,0,3709,0,15,19547
223918815,Barbara,Sellers,45,1,1,0,0,0,0,476,0,25,24753
223942654,Mikaela,Butler,70,0,0,0,0,0,1,942,0,132,13006
223986932,Iliana,Alexander,71,1,0,1,0,0,0,208,0,15,36748
224017908,Melanie,Preston,49,1,0,1,0,2,0,3201,0,45,10397
224023947,Cameron,Cook,58,1,0,0,0,1,0,997,0,60,19597
224040393,Kristian,Hughes,81,1,0,0,0,0,0,235,0,35,41535
224082730,Marleigh,Parsons,55,0,0,0,0,0,1,378,0,3,22229
224117482,Junior,Aguilar,55,1,0,1,0,0,0,183,0,13,9180
224133604,Travis,Matthews,65,1,0,0,0,1,0,1691,0,5,39027
224134147,Brayson,Nunez,44,1,1,0,0,1,0,344,0,2,14004
224141118,Paisley,Pope,93,1,0,1,0,1,0,52,0,61,892
224164155,Jesus,Weaver,58,1,1,1,0,2,0,1001,0,58,38974
224178758,Emerie,Whitney,56,1,0,2,0,4,3,24100,1,38,28454
224232431,Nelson,Stark,61,1,0,2,0,0,0,76,0,10,39292
224245851,Arthur,Mcfarland,49,0,0,0,0,1,0,3385,0,1,42226
224262330,Juliana,Maddox,74,1,1,0,0,5,31,47164,1,114,457424
224294396,Colten,Mack,72,0,0,0,0,3,2,8699,1,50,141036
224320717,Talia,Miranda,63,1,0,0,0,1,0,279,0,21,3904
224340141,Tatiana,Lopez,76,1,0,0,0,0,0,596,0,17,40227
224346121,Jolie,Wade,44,1,1,0,0,1,0,178,0,11,20918
224370850,Cecilia,Rojas,54,0,0,0,0,2,0,24635,1,3,30505
224431323,Celine,Curry,60,1,0,0,0,0,0,102,0,8,46962
224443126,Marianna,Kline,50,1,1,0,0,0,0,116,0,15,2366
224446289,Vance,Spence,36,1,0,3,0,0,1,3705,0,8,15502
224488486,Francesca,Johnston,50,1,0,4,0,1,0,147,0,15,47448
224496321,Rayna,Winters,46,1,0,0,0,0,0,154,0,10,17224
224633320,Blaire,Valencia,74,1,0,0,0,1,0,90,0,3,29659
224636936,Kaliyah,Kennedy,49,1,0,1,0,0,0,381,0,25,24460
224654467,Dylan,Donaldson,47,1,0,3,2,1,0,2453,0,46,11092
224676129,Kieran,Stout,57,1,0,0,0,2,0,1468,0,23,4924
224707045,Bella,Gordon,58,1,0,0,0,0,0,167,0,2,860
224782813,Clay,Watson,73,1,0,0,0,0,0,109,0,17,37346
224797452,Ella,Villarreal,71,1,1,0,0,3,3,2535,0,85,40984
224808264,Madyson,Roy,57,1,0,0,0,1,8,1261,0,117,10363
224890853,Leanna,Schmitt,68,1,0,0,0,1,0,180,0,23,33194
224975984,Kaylani,Mckenzie,61,1,0,4,0,0,0,228,0,19,5451
224982328,Braxton,Clark,63,1,0,2,0,1,3,964,0,35,29204
224987872,Randy,Yang,66,1,1,2,0,1,0,234,0,15,25830
225025718,Leroy,Harris,38,1,0,1,0,1,0,1108,0,22,16864
225054180,Braelyn,Schmidt,68,1,0,0,0,0,0,136,0,5,34427
225082937,Deandre,Evans,51,1,0,0,0,2,1,1830,0,49,30500
225135516,Anne,Morton,63,1,0,2,0,1,0,344,0,9,32185
225158658,Valentin,Brady,71,1,0,0,0,0,0,130,0,34,32556
225176974,Jamal,Beltran,73,1,1,3,0,1,0,69,0,51,48271
225202286,Franklin,Warner,62,1,0,0,0,4,1,6445,1,71,156215
225266102,Isaiah,Macias,55,1,1,0,0,1,0,858,0,46,17653
225341677,Casen,Floyd,56,0,0,0,0,0,0,196,0,3,702
225360934,Bridget,Sanders,64,1,0,3,0,4,13,3070,0,47,43946
225382505,Virginia,Ruiz,44,1,0,0,0,1,1,2593,0,34,27060
225385096,Conrad,Browning,55,0,0,0,0,2,0,31274,1,20,678295
225395392,Benjamin,Marks,90,1,0,0,0,2,0,1722,0,3,34861
225414614,Knox,Howell,50,1,0,0,0,1,1,3254,0,50,27381
225470618,Ryland,Kaufman,52,1,0,0,0,0,0,313,0,7,16487
225479601,Enzo,Willis,62,1,0,1,1,2,1,2059,0,82,45870
225481622,Kai,Tyler,64,1,0,0,0,0,0,144,0,40,46207
225493693,Priscilla,Barajas,88,1,1,1,0,1,0,306,0,124,2115
225516304,Lillian,Andersen,48,1,1,0,0,0,0,421,0,30,16763
225562919,Rolando,Watson,37,1,0,0,0,1,0,356,0,7,4547
225574336,Jordan,King,42,1,0,0,0,0,0,964,0,2,17583
225586912,Colton,Chapman,39,1,0,0,0,1,0,241,0,10,22221
225587408,Lyra,Fisher,60,0,0,0,0,0,0,759,0,1,8268
225647592,Keegan,Ewing,73,1,0,0,0,0,0,318,0,20,30021
225677028,Camron,Charles,50,1,0,0,0,1,2,134,0,15,6404
225698417,Sienna,Crane,63,1,0,0,0,3,6,8807,1,65,35831
225703290,Braylen,Conrad,54,1,1,0,0,1,0,1005,0,30,45311
225745954,Zara,Salas,48,1,0,0,0,1,0,154,0,10,5706
225756349,Remington,Hale,61,1,0,0,0,1,0,121,0,24,13649
225757446,Alyvia,Williamson,46,1,0,0,0,0,0,639,0,12,867
225789760,Lochlan,Singh,66,1,1,0,1,1,0,642,0,55,47862
225821899,Kailani,Hardin,67,1,1,1,0,1,0,183,0,59,29661
225837288,Dulce,Farley,45,1,1,0,0,1,0,281,0,15,9634
225857066,Melissa,Estrada,87,1,0,0,0,1,0,390,0,117,18524
225859129,Elliot,Mcgrath,43,1,1,7,0,1,0,427,0,14,12969
225874471,Mikayla,Hood,32,0,0,0,0,0,0,1625,0,4,12678
225906076,Astrid,Pham,45,1,1,1,0,1,0,254,0,20,24382
225937418,Ricardo,Warren,44,1,0,0,0,0,0,258,0,15,21064
225969331,Luka,Bird,68,1,0,5,0,1,0,298,0,12,11665
225981659,Tobias,Haynes,40,1,0,2,0,1,0,271,0,8,17915
225986818,Louis,Murillo,58,1,0,0,0,0,0,192,0,23,7972
225998575,Jonathan,Moreno,60,1,1,0,0,0,0,338,0,74,30094
226004414,Jewel,Garcia,68,1,0,3,0,0,0,216,0,53,27685
226026136,Brock,Patterson,89,0,0,0,0,1,0,174,0,24,3594
226031543,Zoe,Bartlett,59,1,1,0,0,1,1,145,0,18,47341
226052583,Catalina,Flores,67,0,0,0,0,0,0,192,0,10,24295
226169772,Aiden,Kelly,44,1,0,0,0,0,2,459,0,16,1539
226233639,Carter,Bonilla,44,1,0,0,0,1,0,238,0,12,19255
226239854,Greta,Thomas,58,1,0,0,0,0,0,100,0,8,8658
226247105,Enzo,Odonnell,53,0,0,0,2,1,2,159,0,9,22498
226267858,Giuliana,King,46,1,1,1,0,0,0,1194,0,30,1812
226272624,Benjamin,Howell,65,1,0,0,0,1,0,455,0,74,41276
226285493,Addison,Chapman,39,1,0,0,0,1,6,684,0,6,14753
226299169,Gavin,Jensen,43,1,0,0,0,1,0,273,0,12,17251
226318634,Annie,Jenkins,85,1,0,1,1,2,20,1570,0,63,49326
226326917,Annabella,Knight,74,0,0,0,0,0,0,112,0,8,27590
226342029,Aleena,Todd,51,1,0,0,0,1,5,1887,0,25,23079
226367502,Micah,Aguilar,77,1,0,0,0,1,0,127,0,42,3969
226388539,Kolby,Lester,75,1,0,0,0,1,0,77,0,31,44512
226441339,Kira,Johns,30,1,0,1,0,3,1,4725,0,7,4118
226444111,Giovanni,Crawford,57,1,0,0,0,0,0,179,0,2,25476
226451220,Emersyn,Howard,54,1,1,0,0,0,0,258,0,21,3205
226495076,Tyson,Ritter,53,0,0,0,0,4,2,9124,1,17,26079
226543488,Yareli,Goodman,83,1,0,6,0,2,0,2906,1,67,37420
226574976,Holland,Moyer,74,1,0,0,0,0,0,220,0,27,32557
226616793,Brendan,Velasquez,52,1,0,0,0,0,0,108,0,9,36144
226622485,Aria,Matthews,40,1,0,1,0,0,2,313,0,5,18251
226693650,Destiny,Mercado,70,1,1,3,0,1,0,62,0,32,32810
226709952,Sarah,Wilson,49,1,0,1,0,1,1,9557,1,40,27308
226714964,Jamarion,Bird,50,0,0,0,0,0,6,195,0,19,24425
226748666,Julien,Stephens,40,1,1,0,0,0,0,323,0,18,8829
226811721,Alina,Holland,80,1,1,1,1,1,0,285,0,135,34160
226894927,Brantley,Cummings,46,1,0,0,0,2,0,1306,0,23,9502
226964228,Marlee,Chaney,46,1,0,3,0,0,0,150,0,23,11542
226968554,Emmalyn,Daniels,55,1,1,0,0,3,1,4013,0,85,48422
226980929,Ayana,Mason,80,1,1,2,1,4,20,8181,1,169,191222
226994299,Makayla,Fernandez,45,1,1,0,0,1,0,153,0,8,24673
227002414,Timothy,Glover,68,1,1,0,0,3,0,19896,1,91,397314
227059577,Carlee,Duffy,65,1,1,0,0,2,2,3498,1,88,29892
227080537,Alessandra,Donovan,45,1,0,1,0,1,0,406,0,23,22148
227082858,Francis,Gilbert,52,1,1,0,0,0,2,104,0,5,16466
227083459,Aliyah,Nichols,54,1,0,0,0,1,0,612,0,19,3840
227102328,Cooper,Massey,67,1,0,1,0,1,0,94,0,13,34672
227170479,Juliette,Tanner,40,1,1,0,0,0,0,425,0,24,6517
227193256,Emory,Mullen,30,1,1,0,0,1,1,3983,0,25,15872
227203606,Gus,Lam,52,1,1,0,0,3,1,4092,0,72,75271
227242234,Axton,Conrad,52,1,0,0,0,1,0,200,0,43,4753
227286766,Gideon,Compton,57,1,1,0,0,3,6,62343,1,27,38377
227328525,Keanu,Kent,88,1,0,0,0,0,0,88,0,42,7450
227341424,Gideon,Lucero,35,1,0,0,0,0,0,357,0,1,12001
227350725,Elaina,Mullen,52,1,0,0,0,0,0,188,0,11,12671
227362216,Finnley,Herrera,70,1,1,1,0,4,12,7665,1,154,156330
227373813,Charlie,Rhodes,46,1,0,0,0,0,0,925,0,32,3199
227403598,Diana,Wong,63,1,0,0,0,0,0,107,0,16,30554
227407983,Zuri,Tapia,82,1,0,0,0,0,0,77,0,33,14991
227420918,Dalary,Ruiz,70,0,0,0,0,0,0,506,0,9,2888
227437206,Izaiah,Brown,82,1,1,0,0,4,8,7117,1,150,46188
227456626,Shelby,Chung,55,1,1,1,0,0,0,94,0,26,21020
227471229,Isla,Blankenship,58,1,0,0,0,0,0,98,0,8,31820
227478806,Meredith,Nash,62,1,0,0,0,3,4,7032,1,92,29764
227484057,Elliot,Avila,62,1,1,0,0,2,0,1579,0,29,49270
227548847,Nelson,Maynard,76,1,0,4,0,3,2,4529,1,34,25201
227588353,Alondra,Rhodes,59,1,0,0,0,0,0,180,0,20,30943
227598936,Lylah,Sutton,41,0,0,0,0,1,0,1808,0,6,2857
227671101,Liv,David,61,1,0,0,0,0,0,220,0,23,44441
227690198,Aubri,Stone,91,1,0,1,0,0,0,66,0,32,37019
227811502,Hezekiah,Parsons,54,1,0,0,0,0,0,430,0,31,32263
227831775,Sterling,Schultz,57,1,0,0,0,0,0,372,0,20,5843
227983558,Alessandra,Hopkins,47,1,0,0,0,0,0,158,0,8,10475
228008232,Celine,Booth,52,1,0,0,0,1,0,389,0,66,15705
228019195,Jonas,Browning,46,1,1,0,0,0,0,304,0,38,12151
228053294,Joziah,Watkins,76,0,0,0,2,3,23,2320,0,73,13039
228132702,Jade,Clark,84,1,0,0,0,1,0,58,0,18,32835
228144848,Jesus,Riddle,48,1,0,0,0,0,0,506,0,20,12580
228168037,Misael,Salas,68,1,0,0,0,1,5,335,0,12,48725
228200378,Leona,Hansen,70,1,0,2,0,0,0,507,0,78,36564
228285101,Darwin,Strong,38,1,1,1,0,1,0,392,0,8,10683
228323377,Melissa,Joyce,69,1,0,4,0,1,0,1999,0,193,36165
228349062,Aylin,Pacheco,40,0,0,0,0,0,0,2267,0,15,23111
228367325,Axton,Irwin,69,1,0,0,0,1,0,127,0,40,43936
228439924,Molly,Rodgers,52,1,0,0,0,4,0,13603,1,63,88309
228461714,Sarai,Potts,63,0,0,0,1,2,4,8107,1,76,5395
228490499,Antonia,Hayden,52,1,0,0,0,0,0,105,0,3,155
228509492,Rayne,Hooper,69,1,1,0,0,0,0,228,0,72,6327
228564730,Mae,Gillespie,73,1,0,0,0,1,0,108,0,30,40073
228591180,Dominik,Mayer,30,1,0,1,0,0,10,1475,0,32,1929
228676278,Terrance,Frey,77,1,0,0,0,4,23,4017,1,102,44729
228692053,Westin,Stephens,63,0,0,0,0,1,0,1708,0,10,17766
228705800,Ty,Wagner,71,1,0,1,0,0,0,79,0,22,39843
228714034,Jayleen,Hartman,78,0,0,0,0,1,1,2792,1,43,15553
228718280,Isaac,Whitaker,52,1,0,0,0,2,0,351,0,20,20920
228772194,Rohan,Whitaker,34,1,0,4,0,1,0,3125,0,14,3525
228779609,Kimberly,Larsen,46,1,1,1,0,0,0,211,0,30,21159
228783051,Edwin,Cole,46,1,1,0,0,1,0,721,0,40,9520
228801562,Maleah,Lutz,64,1,1,1,0,0,2,198,0,65,36939
228809156,Ronald,Durham,41,1,0,1,1,1,3,581,0,5,9147
228822055,Wesson,Huff,72,1,0,1,1,4,5,3776,1,83,29051
228829517,Rhea,Shepherd,42,1,0,0,0,0,0,255,0,14,402
228867297,Elena,Kline,46,1,0,1,0,1,0,221,0,17,15037
228869650,Camryn,Riley,72,1,0,0,0,2,0,1697,0,25,42442
228979475,Lainey,Garner,31,1,0,2,0,4,7,60468,1,22,220176
229011381,Adeline,Miles,46,1,0,0,0,0,0,1296,0,19,14801
229050935,Luna,Lynn,66,1,0,1,0,4,0,5689,1,27,11565
229176865,Trinity,Mejia,36,1,0,0,0,2,0,8162,0,25,24275
229181166,Miles,Wilkinson,61,1,1,0,0,0,0,176,0,48,26712
229278152,Amanda,Porter,76,1,0,2,0,2,3,3982,1,86,31343
